Outstation,ModulesRef,ModuleLabel,Type,Value,Time,Transition,CurrentState
14,I40,AHU20 ExtractFlow Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I77,AHU CHW CT Duty Pump Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I70,Chiller 3 Shunt Pump 1+2 Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I69,Chiller 3 Duty Shunt Pump Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I66,Chiller 2 Shunt Pump 1+2 Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I63,Chiller 2 Duty Shunt Pump Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I45,Chiller 1 Shunt Pump 1+2 Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I44,Chiller 1 Duty Shunt Pump Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I58,AHU LPHW CT Duty Pump Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I56,East LPHW CT Duty Pump Fail,On,0.000000,2023/04/09 00:00:00,Cleared,Waiting
19,I45,Chiller 1 Shunt Pump 1+2 Fail,On,1.000000,2023/04/09 00:01:14,Occurred,Waiting
19,I66,Chiller 2 Shunt Pump 1+2 Fail,On,1.000000,2023/04/09 00:01:15,Occurred,Waiting
19,I70,Chiller 3 Shunt Pump 1+2 Fail,On,1.000000,2023/04/09 00:01:15,Occurred,Waiting
19,I69,Chiller 3 Duty Shunt Pump Fail,On,1.000000,2023/04/09 00:01:15,Occurred,Waiting
19,I63,Chiller 2 Duty Shunt Pump Fail,On,1.000000,2023/04/09 00:01:15,Occurred,Waiting
19,I44,Chiller 1 Duty Shunt Pump Fail,On,1.000000,2023/04/09 00:01:15,Occurred,Waiting
14,I16,AHU21 Supply Filter Dirty,On,0.000000,2023/04/09 00:02:13,Cleared,Waiting
13,I56,AHU17 Supply Flow Fail,On,0.000000,2023/04/09 00:05:01,Cleared,Waiting
14,I4,AHU19 Supply Filter Dirty,On,0.000000,2023/04/09 00:05:01,Cleared,Waiting
14,I31,KS05 Supply Filter Dirty,On,0.000000,2023/04/09 00:05:07,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/09 00:17:01,Occurred,Waiting
19,I58,AHU LPHW CT Duty Pump Fail,On,1.000000,2023/04/09 00:17:01,Occurred,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,1.000000,2023/04/09 00:17:01,Occurred,Waiting
19,I77,AHU CHW CT Duty Pump Fail,On,1.000000,2023/04/09 00:17:02,Occurred,Waiting
14,I31,KS05 Supply Filter Dirty,On,1.000000,2023/04/09 04:01:17,Occurred,Waiting
19,I56,East LPHW CT Duty Pump Fail,On,1.000000,2023/04/09 04:02:04,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,1.000000,2023/04/09 04:07:01,Occurred,Waiting
17,I27,SF01 Fan Flow Fail,On,1.000000,2023/04/09 05:02:22,Occurred,Waiting
11,I54,AHU9 Duty Fan Fail,On,1.000000,2023/04/09 05:52:19,Occurred,Waiting
11,I25,AHU4 Supply Flow Fail,On,0.000000,2023/04/09 07:00:01,Cleared,Waiting
11,I39,AHU32 Supply Flow Fail,On,1.000000,2023/04/09 07:02:02,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,1.000000,2023/04/09 07:02:02,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,1.000000,2023/04/09 07:02:02,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/09 07:16:13,Cleared,Waiting
11,I26,AHU4 ExtractFlow Fail,On,0.000000,2023/04/09 07:25:01,Cleared,Waiting
11,I25,AHU4 Supply Flow Fail,On,1.000000,2023/04/09 07:32:03,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/09 07:38:16,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,0.000000,2023/04/09 08:05:02,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/09 14:19:39,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/09 17:23:00,Occurred,Waiting
11,I25,AHU4 Supply Flow Fail,On,0.000000,2023/04/09 21:00:01,Cleared,Waiting
11,I26,AHU4 ExtractFlow Fail,On,1.000000,2023/04/09 21:02:02,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,1.000000,2023/04/09 21:02:02,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,0.000000,2023/04/09 21:15:00,Cleared,Waiting
11,I25,AHU4 Supply Flow Fail,On,1.000000,2023/04/09 21:22:02,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,0.000000,2023/04/09 22:05:02,Cleared,Waiting
13,I46,AHU13 Supply Flow Fail,On,0.000000,2023/04/09 22:10:02,Cleared,Waiting
11,I39,AHU32 Supply Flow Fail,On,0.000000,2023/04/09 23:05:01,Cleared,Waiting
14,I31,KS05 Supply Filter Dirty,On,0.000000,2023/04/09 23:05:07,Cleared,Waiting
17,I27,SF01 Fan Flow Fail,On,0.000000,2023/04/09 23:10:01,Cleared,Waiting
11,I54,AHU9 Duty Fan Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I77,AHU CHW CT Duty Pump Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I70,Chiller 3 Shunt Pump 1+2 Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I69,Chiller 3 Duty Shunt Pump Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I66,Chiller 2 Shunt Pump 1+2 Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I63,Chiller 2 Duty Shunt Pump Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I45,Chiller 1 Shunt Pump 1+2 Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I44,Chiller 1 Duty Shunt Pump Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I58,AHU LPHW CT Duty Pump Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I56,East LPHW CT Duty Pump Fail,On,0.000000,2023/04/10 00:00:00,Cleared,Waiting
19,I69,Chiller 3 Duty Shunt Pump Fail,On,1.000000,2023/04/10 00:01:13,Occurred,Waiting
19,I63,Chiller 2 Duty Shunt Pump Fail,On,1.000000,2023/04/10 00:01:13,Occurred,Waiting
19,I66,Chiller 2 Shunt Pump 1+2 Fail,On,1.000000,2023/04/10 00:01:13,Occurred,Waiting
19,I70,Chiller 3 Shunt Pump 1+2 Fail,On,1.000000,2023/04/10 00:01:13,Occurred,Waiting
19,I45,Chiller 1 Shunt Pump 1+2 Fail,On,1.000000,2023/04/10 00:01:14,Occurred,Waiting
19,I44,Chiller 1 Duty Shunt Pump Fail,On,1.000000,2023/04/10 00:01:14,Occurred,Waiting
19,I48,West LPHW CT Duty Pump Fail,On,1.000000,2023/04/10 00:02:01,Occurred,Waiting
19,I77,AHU CHW CT Duty Pump Fail,On,1.000000,2023/04/10 00:17:02,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/10 00:17:02,Occurred,Waiting
19,I58,AHU LPHW CT Duty Pump Fail,On,1.000000,2023/04/10 00:17:02,Occurred,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,1.000000,2023/04/10 00:17:02,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,1.000000,2023/04/10 03:57:03,Occurred,Waiting
14,I31,KS05 Supply Filter Dirty,On,1.000000,2023/04/10 04:01:17,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/10 05:01:02,Cleared,Waiting
17,I27,SF01 Fan Flow Fail,On,1.000000,2023/04/10 05:02:22,Occurred,Waiting
19,I75,East CHW CT Duty Pump Fail,On,1.000000,2023/04/10 05:18:18,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/10 05:23:05,Occurred,Waiting
11,I25,AHU4 Supply Flow Fail,On,0.000000,2023/04/10 06:55:01,Cleared,Waiting
11,I26,AHU4 ExtractFlow Fail,On,1.000000,2023/04/10 06:57:03,Occurred,Waiting
11,I39,AHU32 Supply Flow Fail,On,1.000000,2023/04/10 07:02:02,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,1.000000,2023/04/10 07:02:03,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,0.000000,2023/04/10 07:25:01,Cleared,Waiting
11,I25,AHU4 Supply Flow Fail,On,1.000000,2023/04/10 07:32:03,Occurred,Waiting
14,I16,AHU21 Supply Filter Dirty,On,1.000000,2023/04/10 07:46:26,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,0.000000,2023/04/10 08:05:01,Cleared,Waiting
17,I27,SF01 Fan Flow Fail,On,0.000000,2023/04/10 09:25:01,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/10 17:01:08,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/10 17:23:12,Occurred,Waiting
11,I25,AHU4 Supply Flow Fail,On,0.000000,2023/04/10 20:40:01,Cleared,Waiting
11,I26,AHU4 ExtractFlow Fail,On,1.000000,2023/04/10 20:42:02,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,1.000000,2023/04/10 21:02:02,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,0.000000,2023/04/10 21:25:00,Cleared,Waiting
11,I25,AHU4 Supply Flow Fail,On,1.000000,2023/04/10 21:32:02,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,0.000000,2023/04/10 22:05:02,Cleared,Waiting
17,I29,AHU30 Supply Flow Fail,On,0.000000,2023/04/10 22:05:02,Cleared,Waiting
14,I31,KS05 Supply Filter Dirty,On,0.000000,2023/04/10 22:35:07,Cleared,Waiting
11,I39,AHU32 Supply Flow Fail,On,0.000000,2023/04/10 23:05:01,Cleared,Waiting
14,I40,AHU20 ExtractFlow Fail,On,1.000000,2023/04/10 23:22:10,Occurred,Waiting
14,I40,AHU20 ExtractFlow Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I77,AHU CHW CT Duty Pump Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I75,East CHW CT Duty Pump Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I70,Chiller 3 Shunt Pump 1+2 Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I69,Chiller 3 Duty Shunt Pump Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I66,Chiller 2 Shunt Pump 1+2 Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I63,Chiller 2 Duty Shunt Pump Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I45,Chiller 1 Shunt Pump 1+2 Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I44,Chiller 1 Duty Shunt Pump Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I58,AHU LPHW CT Duty Pump Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I48,West LPHW CT Duty Pump Fail,On,0.000000,2023/04/11 00:00:00,Cleared,Waiting
19,I45,Chiller 1 Shunt Pump 1+2 Fail,On,1.000000,2023/04/11 00:01:14,Occurred,Waiting
19,I44,Chiller 1 Duty Shunt Pump Fail,On,1.000000,2023/04/11 00:01:14,Occurred,Waiting
19,I70,Chiller 3 Shunt Pump 1+2 Fail,On,1.000000,2023/04/11 00:01:14,Occurred,Waiting
19,I69,Chiller 3 Duty Shunt Pump Fail,On,1.000000,2023/04/11 00:01:14,Occurred,Waiting
19,I66,Chiller 2 Shunt Pump 1+2 Fail,On,1.000000,2023/04/11 00:01:14,Occurred,Waiting
19,I63,Chiller 2 Duty Shunt Pump Fail,On,1.000000,2023/04/11 00:01:14,Occurred,Waiting
19,I48,West LPHW CT Duty Pump Fail,On,1.000000,2023/04/11 00:02:02,Occurred,Waiting
14,I16,AHU21 Supply Filter Dirty,On,0.000000,2023/04/11 00:02:17,Cleared,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,1.000000,2023/04/11 00:17:01,Occurred,Waiting
19,I58,AHU LPHW CT Duty Pump Fail,On,1.000000,2023/04/11 00:17:01,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/11 00:17:02,Occurred,Waiting
19,I77,AHU CHW CT Duty Pump Fail,On,1.000000,2023/04/11 00:17:02,Occurred,Waiting
19,I75,East CHW CT Duty Pump Fail,On,1.000000,2023/04/11 00:20:12,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,1.000000,2023/04/11 03:57:02,Occurred,Waiting
14,I31,KS05 Supply Filter Dirty,On,1.000000,2023/04/11 04:01:18,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/11 05:01:13,Cleared,Waiting
17,I27,SF01 Fan Flow Fail,On,1.000000,2023/04/11 05:02:22,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/11 05:23:17,Occurred,Waiting
11,I25,AHU4 Supply Flow Fail,On,0.000000,2023/04/11 07:00:01,Cleared,Waiting
17,I29,AHU30 Supply Flow Fail,On,1.000000,2023/04/11 07:02:01,Occurred,Waiting
11,I39,AHU32 Supply Flow Fail,On,1.000000,2023/04/11 07:02:02,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,1.000000,2023/04/11 07:02:02,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,0.000000,2023/04/11 07:30:01,Cleared,Waiting
11,I25,AHU4 Supply Flow Fail,On,1.000000,2023/04/11 07:37:02,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,0.000000,2023/04/11 08:05:02,Cleared,Waiting
14,I16,AHU21 Supply Filter Dirty,On,1.000000,2023/04/11 09:01:26,Occurred,Waiting
14,I40,AHU20 ExtractFlow Fail,On,1.000000,2023/04/11 09:02:11,Occurred,Waiting
14,I40,AHU20 ExtractFlow Fail,On,0.000000,2023/04/11 09:30:01,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/11 17:01:19,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/11 17:23:22,Occurred,Waiting
11,I25,AHU4 Supply Flow Fail,On,0.000000,2023/04/11 21:00:01,Cleared,Waiting
17,I29,AHU30 Supply Flow Fail,On,1.000000,2023/04/11 21:02:01,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,1.000000,2023/04/11 21:02:02,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,0.000000,2023/04/11 21:25:01,Cleared,Waiting
11,I25,AHU4 Supply Flow Fail,On,1.000000,2023/04/11 21:32:02,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,0.000000,2023/04/11 22:00:02,Cleared,Waiting
20,I21,AHU1 ExtractFlow Fail,On,1.000000,2023/04/11 22:02:00,Occurred,Waiting
20,I28,AHU3 Supply Flow Fail,On,0.000000,2023/04/11 22:05:01,Cleared,Waiting
17,I29,AHU30 Supply Flow Fail,On,0.000000,2023/04/11 22:05:02,Cleared,Waiting
20,I20,AHU1 Supply Flow Fail,On,1.000000,2023/04/11 22:07:01,Occurred,Waiting
14,I31,KS05 Supply Filter Dirty,On,0.000000,2023/04/11 22:40:07,Cleared,Waiting
14,I16,AHU21 Supply Filter Dirty,On,0.000000,2023/04/11 22:55:44,Cleared,Waiting
17,I24,GV2 Gas Safety Active,On,1.000000,2023/04/11 22:55:44,Occurred,Waiting
20,I20,AHU1 Supply Flow Fail,On,0.000000,2023/04/11 22:55:46,Cleared,Waiting
13,I40,Fire Alarm Active,On,1.000000,2023/04/11 22:56:44,Occurred,Waiting
19,I3,Gas Safety Active,On,1.000000,2023/04/11 22:56:45,Occurred,Waiting
11,I21,Fire Alarm Active,On,1.000000,2023/04/11 22:56:46,Occurred,Waiting
17,I26,Non Food Flow Fail,On,1.000000,2023/04/11 22:56:47,Occurred,Waiting
19,I2,Fire Alarm Active,On,1.000000,2023/04/11 22:57:37,Occurred,Waiting
17,I26,Non Food Flow Fail,On,0.000000,2023/04/11 22:57:40,Cleared,Waiting
17,I40,KS02-02 Supply Flow Fail,On,0.000000,2023/04/11 22:57:40,Cleared,Waiting
17,I27,SF01 Fan Flow Fail,On,0.000000,2023/04/11 22:57:40,Cleared,Waiting
13,I40,Fire Alarm Active,On,0.000000,2023/04/11 22:58:33,Cleared,Waiting
19,I3,Gas Safety Active,On,0.000000,2023/04/11 22:58:33,Cleared,Waiting
19,I2,Fire Alarm Active,On,0.000000,2023/04/11 22:58:33,Cleared,Waiting
11,I21,Fire Alarm Active,On,0.000000,2023/04/11 22:58:37,Cleared,Waiting
17,I24,GV2 Gas Safety Active,On,0.000000,2023/04/11 22:58:44,Cleared,Waiting
14,I16,AHU21 Supply Filter Dirty,On,1.000000,2023/04/11 22:59:58,Occurred,Waiting
17,I40,KS02-02 Supply Flow Fail,On,1.000000,2023/04/11 23:00:36,Occurred,Waiting
17,I27,SF01 Fan Flow Fail,On,1.000000,2023/04/11 23:00:36,Occurred,Waiting
20,I20,AHU1 Supply Flow Fail,On,1.000000,2023/04/11 23:01:00,Occurred,Waiting
11,I39,AHU32 Supply Flow Fail,On,0.000000,2023/04/11 23:05:02,Cleared,Waiting
17,I27,SF01 Fan Flow Fail,On,0.000000,2023/04/11 23:10:01,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I77,AHU CHW CT Duty Pump Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I75,East CHW CT Duty Pump Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I70,Chiller 3 Shunt Pump 1+2 Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I69,Chiller 3 Duty Shunt Pump Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I66,Chiller 2 Shunt Pump 1+2 Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I63,Chiller 2 Duty Shunt Pump Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I45,Chiller 1 Shunt Pump 1+2 Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I44,Chiller 1 Duty Shunt Pump Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I58,AHU LPHW CT Duty Pump Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I48,West LPHW CT Duty Pump Fail,On,0.000000,2023/04/12 00:00:00,Cleared,Waiting
19,I63,Chiller 2 Duty Shunt Pump Fail,On,1.000000,2023/04/12 00:01:12,Occurred,Waiting
19,I66,Chiller 2 Shunt Pump 1+2 Fail,On,1.000000,2023/04/12 00:01:12,Occurred,Waiting
19,I69,Chiller 3 Duty Shunt Pump Fail,On,1.000000,2023/04/12 00:01:12,Occurred,Waiting
19,I70,Chiller 3 Shunt Pump 1+2 Fail,On,1.000000,2023/04/12 00:01:12,Occurred,Waiting
19,I45,Chiller 1 Shunt Pump 1+2 Fail,On,1.000000,2023/04/12 00:01:13,Occurred,Waiting
19,I44,Chiller 1 Duty Shunt Pump Fail,On,1.000000,2023/04/12 00:01:14,Occurred,Waiting
19,I48,West LPHW CT Duty Pump Fail,On,1.000000,2023/04/12 00:02:02,Occurred,Waiting
14,I16,AHU21 Supply Filter Dirty,On,0.000000,2023/04/12 00:02:12,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/12 00:17:01,Occurred,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,1.000000,2023/04/12 00:17:01,Occurred,Waiting
19,I77,AHU CHW CT Duty Pump Fail,On,1.000000,2023/04/12 00:17:02,Occurred,Waiting
19,I58,AHU LPHW CT Duty Pump Fail,On,1.000000,2023/04/12 00:17:02,Occurred,Waiting
19,I75,East CHW CT Duty Pump Fail,On,1.000000,2023/04/12 00:18:26,Occurred,Waiting
14,I31,KS05 Supply Filter Dirty,On,1.000000,2023/04/12 03:56:17,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,1.000000,2023/04/12 04:02:02,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/12 05:01:24,Cleared,Waiting
17,I27,SF01 Fan Flow Fail,On,1.000000,2023/04/12 05:02:22,Occurred,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/12 05:23:27,Occurred,Waiting
20,I28,AHU3 Supply Flow Fail,On,1.000000,2023/04/12 06:02:02,Occurred,Waiting
20,I33,AHU5 ExtractFlow Fail,On,1.000000,2023/04/12 06:02:30,Occurred,Waiting
19,I65,HWS Cylinder 4 Pump Flow Fail,On,0.000000,2023/04/12 06:29:00,Cleared,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,0.000000,2023/04/12 06:29:00,Cleared,Waiting
19,I5,LPHW Press Unit High Pressure,On,1.000000,2023/04/12 06:29:59,Occurred,Waiting
19,I4,LPHW Press Unit Low Pressure,On,1.000000,2023/04/12 06:29:59,Occurred,Waiting
19,I55,North LPHW CT Pump 1+2 Fail,On,1.000000,2023/04/12 06:33:02,Occurred,Waiting
19,I54,North LPHW CT Duty Pump Fail,On,1.000000,2023/04/12 06:33:02,Occurred,Waiting
20,I21,AHU1 ExtractFlow Fail,On,0.000000,2023/04/12 07:00:00,Cleared,Waiting
20,I20,AHU1 Supply Flow Fail,On,0.000000,2023/04/12 07:00:00,Cleared,Waiting
11,I25,AHU4 Supply Flow Fail,On,0.000000,2023/04/12 07:00:01,Cleared,Waiting
17,I29,AHU30 Supply Flow Fail,On,1.000000,2023/04/12 07:02:02,Occurred,Waiting
11,I39,AHU32 Supply Flow Fail,On,1.000000,2023/04/12 07:02:03,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,1.000000,2023/04/12 07:02:03,Occurred,Waiting
19,I5,LPHW Press Unit High Pressure,On,0.000000,2023/04/12 07:02:36,Cleared,Waiting
19,I4,LPHW Press Unit Low Pressure,On,0.000000,2023/04/12 07:02:36,Cleared,Waiting
19,I55,North LPHW CT Pump 1+2 Fail,On,0.000000,2023/04/12 07:02:49,Cleared,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,1.000000,2023/04/12 07:04:52,Occurred,Waiting
19,I65,HWS Cylinder 4 Pump Flow Fail,On,1.000000,2023/04/12 07:05:12,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,0.000000,2023/04/12 07:30:00,Cleared,Waiting
11,I25,AHU4 Supply Flow Fail,On,1.000000,2023/04/12 07:37:02,Occurred,Waiting
20,I21,AHU1 ExtractFlow Fail,On,1.000000,2023/04/12 08:02:01,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,0.000000,2023/04/12 08:05:01,Cleared,Waiting
20,I20,AHU1 Supply Flow Fail,On,1.000000,2023/04/12 08:07:02,Occurred,Waiting
14,I16,AHU21 Supply Filter Dirty,On,1.000000,2023/04/12 09:01:25,Occurred,Waiting
14,I40,AHU20 ExtractFlow Fail,On,1.000000,2023/04/12 09:02:10,Occurred,Waiting
20,I33,AHU5 ExtractFlow Fail,On,0.000000,2023/04/12 09:03:28,Cleared,Waiting
14,I40,AHU20 ExtractFlow Fail,On,0.000000,2023/04/12 09:15:01,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/12 17:01:30,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,1.000000,2023/04/12 17:23:33,Occurred,Waiting
11,I25,AHU4 Supply Flow Fail,On,0.000000,2023/04/12 21:00:01,Cleared,Waiting
20,I21,AHU1 ExtractFlow Fail,On,0.000000,2023/04/12 21:00:01,Cleared,Waiting
20,I20,AHU1 Supply Flow Fail,On,0.000000,2023/04/12 21:00:01,Cleared,Waiting
17,I29,AHU30 Supply Flow Fail,On,1.000000,2023/04/12 21:02:01,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,1.000000,2023/04/12 21:02:02,Occurred,Waiting
11,I26,AHU4 ExtractFlow Fail,On,0.000000,2023/04/12 21:10:01,Cleared,Waiting
11,I25,AHU4 Supply Flow Fail,On,1.000000,2023/04/12 21:17:02,Occurred,Waiting
20,I21,AHU1 ExtractFlow Fail,On,1.000000,2023/04/12 22:02:02,Occurred,Waiting
17,I29,AHU30 Supply Flow Fail,On,0.000000,2023/04/12 22:05:00,Cleared,Waiting
20,I28,AHU3 Supply Flow Fail,On,0.000000,2023/04/12 22:05:01,Cleared,Waiting
13,I46,AHU13 Supply Flow Fail,On,0.000000,2023/04/12 22:05:02,Cleared,Waiting
20,I20,AHU1 Supply Flow Fail,On,1.000000,2023/04/12 22:07:02,Occurred,Waiting
14,I31,KS05 Supply Filter Dirty,On,0.000000,2023/04/12 22:40:08,Cleared,Waiting
11,I39,AHU32 Supply Flow Fail,On,0.000000,2023/04/12 23:05:01,Cleared,Waiting
17,I27,SF01 Fan Flow Fail,On,0.000000,2023/04/12 23:10:01,Cleared,Waiting
19,I78,AHU CHW CT Pump 1+2 Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I77,AHU CHW CT Duty Pump Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I75,East CHW CT Duty Pump Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I70,Chiller 3 Shunt Pump 1+2 Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I69,Chiller 3 Duty Shunt Pump Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I66,Chiller 2 Shunt Pump 1+2 Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I63,Chiller 2 Duty Shunt Pump Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I45,Chiller 1 Shunt Pump 1+2 Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I44,Chiller 1 Duty Shunt Pump Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I59,AHU LPHW CT Pump 1+2 Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I58,AHU LPHW CT Duty Pump Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I54,North LPHW CT Duty Pump Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
19,I48,West LPHW CT Duty Pump Fail,On,0.000000,2023/04/13 00:00:00,Cleared,Waiting
