Outstation,ModulesRef,ModuleLabel,Type,Value,Time,Transition,CurrentState
13,I46,AHU13 Supply Flow Fail,On,0.000000,2023/03/18 08:35:02,Cleared,Waiting
13,I40,Fire Alarm Active,On,1.000000,2023/03/18 08:36:01,Occurred,Waiting
13,I40,Fire Alarm Active,On,0.000000,2023/03/18 08:37:25,Cleared,Waiting
13,I46,AHU13 Supply Flow Fail,On,1.000000,2023/03/18 08:39:27,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,0.000000,2023/03/18 09:00:02,Cleared,Waiting
13,I46,AHU13 Supply Flow Fail,On,1.000000,2023/03/18 14:02:01,Occurred,Waiting
13,I56,AHU17 Supply Flow Fail,On,1.000000,2023/03/18 14:41:03,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,0.000000,2023/03/18 22:05:02,Cleared,Waiting
13,I56,AHU17 Supply Flow Fail,On,0.000000,2023/03/19 00:05:01,Cleared,Waiting
13,I46,AHU13 Supply Flow Fail,On,1.000000,2023/03/19 04:07:02,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,0.000000,2023/03/19 09:15:01,Cleared,Waiting
13,I46,AHU13 Supply Flow Fail,On,1.000000,2023/03/19 14:02:01,Occurred,Waiting
13,I46,AHU13 Supply Flow Fail,On,0.000000,2023/03/19 22:10:02,Cleared,Waiting
13,I46,AHU13 Supply Flow Fail,On,1.000000,2023/03/20 03:57:01,Occurred,Waiting
